"p_id","wave_id","begin_datetime","end_datetime","age","gend","gend_specify","hispanic","race","race_specify","current_zip","current_lngth","adults","children","ok_lngth","home_lot","concern_water_availability","concern_water_quality","concern_water_cost","concern_land_wildlife","concern_land_soil","concern_infra_electricity","concern_infra_transportation","rank_water_availability","rank_water_quality","rank_water_cost","rank_land_wildlife","rank_land_soil","rank_infra_electricity","rank_infra_transportation","risk_tornado","risk_hail","risk_wind","risk_lightning","risk_flood","risk_snow_ice","experience_tornado","experience_hail","experience_wind","experience_lightning","experience_flood","experience_snow_ice","future_tornado","future_hail","future_wind","future_lightning","future_flood","future_snow_ice","risk_flash_drought","risk_pluvial","risk_heat_wave","risk_cold_spell","experience_flash_drought","experience_pluvial","experience_heat_wave","experience_cold_spell","future_flash_drought","future_pluvial","future_heat_wave","future_cold_spell","risk_long_drought","experience_long_drought","future_long_drought","risk_wildfire","risk_earthquake","experience_wildfire","experience_earthquake","future_wildfire","future_earthquake","s2s_aware","s2s_access","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_phone","s2s_use","s2s_trust","s2s_reliable","s2s_detail","s2s_access_no_fnd","s2s_access_no_inacc","s2s_access_no_rel","s2s_access_no_int","s2s_access_no_oth","s2s_access_oth_spec","cpc_image_rand","cpc_see","cpc_int_sub","cpc_int_obj","cpc_use","cpc_int_no_why","cpc_use_no_fnd","cpc_access_no_inacc","cpc_access_no_rel","cpc_access_no_int","cpc_access_no_oth","cpc_access_oth_spec","s2s_vote_gov","s2s_bid","s2s_wtp","s2s_wtp_con_yes","s2s_wtp_con_no","s2s_comm_agnst","s2s_comm_unsur","s2s_passed","glbcc","glbcc_cert","glbcc_risk","glbwrm_ok","rate_family","rate_social","rate_health","rate_ment","rate_finances","rate_home_val","rate_savings","rate_environment","rate_roads","sf_pcl_reliving","sf_pcl_avoid_reminders","sf_pcl_distant","sf_pcl_irritable","fut_hlth_srvy","trust_policy","trust_agencies","trust_private","party","party_spec","iden","lean","ideol","vote_loc","talk_politics_friends","talk_politics_strangers","att_politics","role_policy","role_science","role_public","role_business","role_nonprofit","education","inc","income_people","inc50","inc100","inc150","inc200","smartphone","citizen_science","is_fieldphotoinvite","norman_area","cinr_participate","cinr_preference","study_area","region","ocwp_region"
"R3OKNM3533","S3OK Wave 5 (Spring 2024)",1712417795,1713035227,38,0,NA,0,1,NA,73034,2,2,1,38,2,4,4,5,4,2,4,4,4,2,1,5,7,3,6,4,4,5,3,4,3,0,1,1,1,0,1,2,4,4,3,5,5,2,4,5,4,0,1,1,1,4,4,5,5,3,0,4,4,3,0,1,5,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,4,4,3,NA,0,0,0,0,0,NA,4,10,1,8,NA,NA,NA,4,1,7,8,1,4,3,3,2,5,4,4,4,3,1,2,4,2,1,2,2,2,3,NA,NA,1,3,0,2,1,3,20,"50",0,20,10,7,4,2,NA,NA,NA,21,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"FTUNM3493","S3OK Wave 5 (Spring 2024)",1712420746,1712422339,52,1,NA,0,3,NA,74637,10,2,0,32,3,1,1,1,3,2,1,3,4,2,5,7,6,1,3,4,4,4,4,4,2,0,1,1,1,0,1,3,3,3,3,3,3,3,2,4,3,NA,0,1,1,4,3,4,3,4,0,4,3,2,1,0,3,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"percent",1,4,4,3,NA,0,0,0,0,0,NA,5,19,2,NA,NA,NA,"I’m not sure that $1.58 per month is worth it..",4,1,4,5,0,2,1,3,2,5,2,4,3,2,2,2,3,4,1,3,3,3,2,NA,2,NA,6,1,4,3,5,35,"30",20,15,0,6,2,1,NA,10,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Upper Arkansas"
"Ph-W304751","S3OK Wave 5 (Spring 2024)",1712422565,1712506696,62,0,NA,0,1,NA,74820,1,2,0,62,3,3,2,4,2,4,4,4,3,4,5,7,6,1,2,3,4,4,4,4,2,0,1,1,1,1,0,3,4,3,3,4,3,4,3,4,3,1,0,0,1,3,3,3,3,3,0,3,4,3,0,0,3,3,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,3,4,NA,0,0,0,0,0,NA,4,3,2,NA,NA,NA,NA,4,1,5,6,2,3,2,3,3,3,4,2,4,2,2,2,2,1,1,3,3,3,2,NA,2,NA,4,1,2,1,4,10,"30",30,20,10,7,2,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Blue-Boggy"
"R2PH8484","S3OK Wave 5 (Spring 2024)",1712427669,1712430105,78,1,NA,0,1,NA,73139,45,2,0,50,2,3,4,4,4,4,5,4,1,3,2,7,6,4,5,3,4,4,3,3,2,0,0,1,NA,0,0,3,4,3,3,3,2,4,4,3,3,0,0,0,0,3,3,4,3,3,0,3,4,3,0,0,4,3,1,4,0,0,0,1,1,0,1,0,0,NA,3,4,4,0,0,0,0,0,NA,"percent",1,3,2,4,NA,0,0,0,0,0,NA,4,69,2,NA,NA,NA,"Would have to evaluate the cost benefit of the proposal.",4,0,4,4,0,3,2,3,3,2,4,4,3,2,1,1,1,2,1,1,2,2,2,NA,2,NA,6,1,3,1,3,10,"25",30,25,10,6,2,2,NA,6,NA,NA,1,1,1,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R4WAPH67350","S3OK Wave 5 (Spring 2024)",1712428958,1712929481,73,1,NA,0,1,NA,73047,36,2,0,66,3,2,2,2,4,2,2,4,2,4,7,5,6,3,1,3,3,4,3,3,3,0,1,1,1,0,1,3,3,3,3,3,3,3,3,3,2,1,0,0,0,3,3,3,3,3,0,3,2,2,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,0,0,NA,"percent",1,4,4,2,NA,0,1,1,0,0,NA,4,59,2,NA,NA,NA,"MIGHT DEPEND ON HOW MUCH THE TAXES WENT UP DUE TO OTHER ISSUES",4,0,9,2,0,4,3,4,4,3,3,2,3,2,1,2,1,2,1,2,2,2,2,NA,2,NA,6,1,3,3,3,15,"41",12,20,12,7,3,2,NA,NA,12,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South West","West Central"
"R2NM42660","S3OK Wave 5 (Spring 2024)",1712431692,1712877140,69,0,NA,0,1,NA,73728,32,2,0,69,3,4,4,5,3,4,2,5,2,4,3,7,5,6,1,4,4,5,4,3,3,0,0,1,0,0,0,4,5,5,4,4,2,4,3,3,3,1,0,0,1,5,3,4,2,5,1,5,4,4,0,0,4,4,1,3,0,0,0,1,1,0,0,0,0,"Gardening",3,3,3,0,0,0,0,0,NA,"percent",1,2,4,4,"I understand it is likely to be below normal temperature for the next 3-4weeks so early planting of tender garden is risky!",0,0,0,0,0,NA,5,46,1,7,NA,NA,NA,4,1,8,9,1,3,3,3,4,4,4,4,3,1,1,3,3,2,1,3,3,3,1,NA,2,NA,3,1,4,1,4,25,"25",25,25,0,4,2,2,NA,6,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"62e550c2-2622-ed2c-13cb-9bb7da6cd7d7","S3OK Wave 5 (Spring 2024)",1712444123,1712445076,44,1,NA,0,3,NA,74426,1,3,0,44,3,4,5,2,4,4,5,5,4,1,7,6,2,5,3,5,3,5,5,4,2,0,1,1,1,0,1,3,3,3,3,3,3,3,4,5,4,0,1,1,1,3,3,3,3,3,0,3,5,3,0,0,3,3,1,4,1,1,0,1,1,1,1,1,1,"For work, travel and outdoor activities ",3,4,4,0,0,0,0,0,NA,"word",1,5,3,4,NA,0,0,0,0,0,NA,5,49,0,NA,10,"I'm already taxed enough. Citizens are over taxed as it is",NA,5,0,10,0,0,2,3,3,3,3,3,1,3,2,1,4,1,1,1,1,1,2,4,"Libertarian ",NA,3,6,1,5,5,4,0,"10",30,60,0,3,3,105000,NA,NA,11,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Lower Arkansas"
"62df5591-92e5-3a99-6db5-e7872c576c07","S3OK Wave 5 (Spring 2024)",1712453827,1713077528,45,0,NA,0,1,NA,74107,1,2,2,3,1,2,4,3,3,3,2,2,5,2,1,7,4,3,6,2,2,3,2,2,2,0,0,1,1,0,1,3,3,3,3,3,3,2,1,2,2,0,0,0,0,3,3,3,3,1,0,3,1,1,0,0,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,2,5,3,"The chart is labeled temperature outlook but at. The bottom it says precipitatation",0,0,0,0,0,NA,4,67,1,3,NA,NA,NA,4,0,1,3,2,3,3,3,3,3,NA,3,3,1,1,1,1,1,1,1,1,2,1,NA,1,NA,2,0,1,1,1,10,"20",50,10,10,3,1,1,2,NA,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_1Xg4Gw5xgb7PvRn","S3OK Wave 5 (Spring 2024)",1712466750,1712804808,61,0,NA,0,3,NA,74029,4,2,0,62,2,4,5,4,4,5,4,5,5,1,7,4,2,3,6,4,3,5,4,3,2,0,0,1,1,0,0,3,3,4,4,3,3,2,2,4,3,0,0,0,0,3,3,4,4,3,0,3,2,3,0,0,3,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",2,3,5,3,NA,0,0,0,0,0,NA,5,7,1,10,NA,NA,NA,5,1,10,10,1,3,2,2,2,2,3,2,3,2,1,1,1,1,1,1,2,2,1,NA,2,NA,6,1,5,5,4,9,"27",26,23,15,6,2,2,NA,10,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Middle Arkansas"
"SSENM1287","S3OK Wave 5 (Spring 2024)",1712467515,1712468580,54,1,NA,0,1,NA,74426,17,3,0,54,3,2,2,2,1,1,4,5,3,4,5,7,6,2,1,4,4,4,4,3,3,0,0,1,1,0,1,4,4,5,4,4,4,3,4,4,3,0,0,0,1,5,5,5,3,3,0,4,4,2,0,0,4,4,1,3,0,1,1,1,1,0,0,0,0,"outdoor activites ",3,4,4,0,0,0,0,0,NA,"percent",1,5,3,4,NA,0,0,0,0,0,NA,5,2,1,10,NA,NA,NA,5,0,7,8,1,3,3,3,4,2,3,2,3,2,3,4,3,3,1,2,3,3,3,NA,NA,3,4,1,3,2,3,10,"60",10,10,10,5,3,3,NA,NA,12,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South East","Lower Arkansas"
"R2PH26031","S3OK Wave 5 (Spring 2024)",1712479388,1713407964,81,0,NA,0,1,NA,73062,51,2,0,51,3,2,2,2,2,2,2,3,7,6,1,5,3,2,4,3,3,3,3,3,3,0,0,1,0,0,0,3,3,3,3,3,3,3,4,4,3,1,1,1,1,3,3,3,3,3,0,3,3,4,1,1,4,4,1,5,0,0,0,0,1,0,0,0,1,"Safety",3,4,4,0,0,0,0,0,NA,"percent",1,3,1,4,NA,0,0,0,0,0,NA,4,34,1,5,NA,NA,NA,4,0,6,5,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,1,NA,2,NA,NA,1,5,1,1,20,"20",25,20,15,1,1,2,5,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","West Central"
"R2PH43293","S3OK Wave 5 (Spring 2024)",1712488916,1712493025,65,0,NA,0,2,NA,74127,40,2,1,65,1,1,2,1,1,1,1,4,2,3,5,7,6,4,1,5,5,5,5,5,3,0,1,1,1,0,0,5,5,5,5,4,2,4,3,5,3,1,1,1,1,5,4,5,4,5,1,4,5,4,1,1,5,5,1,4,0,0,1,1,0,0,0,0,1,"Outdoor activities and travel.",4,5,5,0,0,0,0,0,NA,"percent",1,5,3,5,NA,0,0,0,0,0,NA,5,87,0,NA,10,"87 dollars is too much.",NA,5,1,10,10,1,5,3,2,3,3,NA,3,3,2,1,1,2,1,1,5,3,3,1,NA,1,NA,5,1,3,1,5,20,"20",20,20,20,4,1,2,3,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"Ph-W215386","S3OK Wave 5 (Spring 2024)",1712491763,1712494671,66,0,NA,0,1,NA,74403,22,2,0,66,1,2,4,2,3,2,1,2,7,2,5,6,4,3,1,3,3,4,3,4,2,0,0,1,1,0,1,3,2,3,3,3,2,2,2,4,2,0,0,0,1,4,3,4,2,3,0,4,3,2,0,1,4,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",2,2,4,4,"After looking closer i think it is easy to understand ",0,0,0,0,0,NA,5,54,2,NA,NA,NA,"Just di not want taxes increased ",4,1,8,9,1,5,3,3,3,3,4,3,4,1,1,1,2,1,1,3,3,3,1,NA,2,NA,4,1,3,1,2,15,"35",10,15,25,2,3,2,NA,NA,12,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Lower Arkansas"
"R_XO4BJeJiSFnIas1","S3OK Wave 5 (Spring 2024)",1712513162,1713994162,70,1,NA,0,1,NA,74021,20,2,0,27,2,2,4,2,3,2,3,2,4,2,5,6,3,1,7,4,3,4,3,3,3,0,0,1,1,0,1,3,3,3,3,3,3,3,3,3,3,1,0,NA,1,3,3,3,3,3,0,3,4,2,0,1,3,3,1,3,0,1,0,1,0,0,0,0,0,"Gardening",2,2,3,0,0,0,0,0,NA,"percent",1,4,4,3,NA,0,0,0,0,0,NA,4,86,0,NA,10,"We already pay enough taxes. The government needs to do a better job of where they spend them.",NA,4,0,10,0,0,5,3,3,5,3,4,3,4,3,1,1,1,1,1,2,2,2,3,NA,NA,2,6,0,4,3,4,20,"20",20,20,20,4,2,2,NA,8,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"62d0d856-4782-2e67-4fa0-cb6736b5c852","S3OK Wave 5 (Spring 2024)",1712515596,1712516694,35,0,NA,0,1,NA,74937,1,1,3,35,2,1,1,5,5,2,3,3,7,4,1,2,5,3,6,4,4,4,4,2,4,1,1,1,1,0,1,4,4,4,3,3,3,3,3,4,3,1,1,1,1,3,3,3,4,3,1,3,4,2,0,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",2,3,5,4,NA,0,0,0,0,0,NA,4,16,2,NA,NA,NA,"Depending on outcome ",4,1,6,4,1,3,1,3,4,1,1,2,2,2,3,3,3,3,1,3,3,3,2,NA,2,NA,3,1,3,2,1,20,"20",20,20,20,4,1,32000,2,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Lower Arkansas"
"R2NM13360","S3OK Wave 5 (Spring 2024)",1712517740,1712520142,43,0,NA,0,1,NA,73554,15,1,2,15,3,5,3,3,2,2,2,2,1,5,2,7,4,6,3,4,3,5,3,2,2,0,1,1,0,0,1,5,3,5,3,3,4,4,2,4,2,0,1,0,1,5,2,5,3,5,1,5,4,3,0,0,5,5,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,5,3,NA,0,0,0,0,0,NA,3,54,NA,NA,NA,NA,"I would have to have more information before I could make a decision based on more facts. ",5,0,4,5,0,4,3,3,3,3,3,2,3,2,2,3,3,2,1,1,2,3,2,NA,1,NA,6,1,2,1,4,2,"25",20,3,50,5,2,3,NA,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South West","Southwest"
"Ph-W302727","S3OK Wave 5 (Spring 2024)",1712526203,1712527226,44,0,NA,0,1,NA,74867,12,2,0,36,3,5,5,5,2,2,5,5,1,2,5,6,7,4,3,5,5,4,2,5,3,1,1,1,1,0,1,5,5,5,5,5,5,4,4,4,5,0,1,0,1,5,5,5,5,5,0,5,3,2,0,1,4,2,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,2,4,1,"Relying on color indicators without defining them is problematic. I believe blue means cold and red means hot.",1,0,1,1,0,"I check the weekly weather and prep accordingly.",5,91,1,9,NA,NA,NA,4,1,10,10,1,5,4,2,2,3,3,2,5,1,1,3,4,5,1,2,3,1,1,NA,2,NA,2,1,5,5,5,0,"100",0,0,0,7,2,1,NA,6,NA,NA,1,1,1,NA,NA,NA,"Inside Little River Watershed","South East","Central"
"R2PH586","S3OK Wave 5 (Spring 2024)",1712528633,1712531074,82,1,NA,0,1,NA,73703,34,2,0,77,2,2,1,4,2,2,2,2,2,6,3,4,7,5,1,3,3,4,2,2,2,0,0,1,0,0,0,3,3,3,3,3,3,3,1,3,2,0,0,0,0,3,3,3,3,3,0,3,4,2,1,1,4,3,1,3,0,1,1,0,0,0,0,0,0,"Yard irrigation and travel plans  ",3,4,4,0,0,0,0,0,NA,"percent",1,4,4,4,NA,0,0,0,0,0,NA,4,76,1,8,NA,NA,NA,4,0,8,4,0,3,3,4,3,4,4,4,4,3,1,1,1,1,1,2,2,3,2,NA,2,NA,7,1,5,5,5,10,"10",0,80,0,5,2,2,NA,9,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"R3PAPH39813","S3OK Wave 5 (Spring 2024)",1712530865,1712532303,89,0,NA,0,1,NA,74059,14,2,0,14,1,2,2,2,2,3,3,4,3,5,2,6,7,4,1,4,2,4,2,3,3,0,0,1,1,0,1,3,3,3,3,3,3,3,2,3,3,0,0,0,1,3,3,3,3,4,0,3,4,3,0,1,3,3,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,NA,"word",1,3,4,1,NA,0,0,1,0,0,NA,2,72,NA,NA,NA,"Government spends too much.  It would cost me in taxes.",NA,2,0,10,1,0,5,3,4,4,4,3,NA,3,NA,1,1,2,1,0,2,2,2,2,NA,2,NA,7,1,3,1,4,10,"35",30,15,10,7,NA,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"Ph-W303970","S3OK Wave 5 (Spring 2024)",1712546847,1712548510,36,0,NA,0,1,NA,73662,6,2,2,36,3,5,5,5,4,4,5,5,3,2,7,6,5,1,4,4,3,5,3,3,3,1,1,1,1,0,1,3,3,3,3,3,3,4,2,4,4,1,0,0,1,3,3,4,4,4,1,3,5,3,1,0,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,2,5,1,"I have trouble telling the different shades apart. ",1,0,1,1,0,NA,3,47,NA,NA,NA,NA,"I'm not sure what benefit would be received having the government involved in weather.


",3,0,6,3,2,3,3,2,3,3,3,3,3,2,1,1,2,1,1,2,2,2,3,NA,NA,2,5,1,3,2,4,20,"20",20,20,20,7,1,4,5,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Southwest"
"R_3Epb8pcRN1d02BM","S3OK Wave 5 (Spring 2024)",1712583246,1712584752,50,0,NA,0,1,NA,74137,8,2,1,27,2,5,5,5,5,5,5,5,6,1,4,7,5,2,3,5,4,5,5,3,2,0,1,1,1,1,0,2,4,4,5,4,4,5,3,5,3,1,1,1,0,4,3,4,3,3,0,4,4,3,0,1,4,3,1,3,0,1,0,0,0,0,0,0,1,"Vacations, gardening, planning",3,4,3,0,0,0,0,0,NA,"word",1,4,4,5,NA,0,0,0,0,0,NA,4,86,2,NA,NA,NA,"It depends on who is doing it",5,1,9,10,1,3,3,2,3,1,3,1,3,1,2,5,2,1,1,2,2,2,3,NA,NA,3,4,0,3,3,5,10,"40",10,10,30,6,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"SSENM1762","S3OK Wave 5 (Spring 2024)",1712585489,1712586134,38,0,NA,0,3,NA,74820,12,2,1,38,3,3,3,3,4,3,4,4,1,4,7,6,5,3,2,3,3,3,3,2,1,0,1,1,1,0,0,4,4,4,4,4,4,3,2,4,3,NA,NA,NA,1,4,4,4,4,3,0,3,3,2,0,0,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,4,4,2,NA,0,0,1,0,0,NA,3,15,NA,NA,NA,NA,"I really am not educated enough about the topic. ",3,1,10,10,1,3,3,4,2,2,3,2,4,3,1,2,1,2,1,2,3,2,1,NA,2,NA,4,0,3,1,3,20,"30",15,20,15,7,2,2,NA,9,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Central"
"R3OKNM4397","S3OK Wave 5 (Spring 2024)",1712613876,1712621423,53,0,NA,0,1,NA,73013,22,4,0,36,2,3,4,5,3,4,4,3,3,1,2,7,5,4,6,4,4,4,3,4,4,0,0,0,0,0,1,3,4,4,3,4,4,4,3,4,4,0,0,0,1,4,3,4,4,3,0,3,4,4,0,1,4,4,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,3,4,4,NA,0,0,0,0,0,NA,4,5,2,NA,NA,NA,"I would like to know a little more information. ",4,1,6,8,1,4,3,3,4,4,4,3,3,3,2,3,2,2,1,2,3,2,3,NA,NA,3,3,1,3,1,3,20,"40",20,10,10,6,4,2,NA,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"Ph-W215498","S3OK Wave 5 (Spring 2024)",1712627968,1712631468,77,0,NA,0,1,NA,74421,22,2,0,77,3,4,4,5,4,4,3,3,2,1,3,7,5,4,6,5,4,3,3,3,2,0,1,1,1,0,0,3,3,4,3,3,2,3,2,3,3,0,0,0,1,2,3,3,2,3,0,3,2,2,0,1,3,4,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,2,3,4,"Weather in Oklahoma is very unpredictable ",0,0,0,0,0,NA,4,96,2,NA,NA,NA,NA,4,1,2,2,0,3,2,2,2,3,3,2,3,3,4,3,3,4,1,3,4,4,2,NA,1,NA,6,1,5,2,5,40,"20",10,20,10,3,1,2,5,NA,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Central"
"R_3hnH78T7vgHNQSN","S3OK Wave 5 (Spring 2024)",1712672400,1712674167,68,0,NA,0,1,NA,74006,29,2,0,68,2,5,3,4,4,3,5,5,1,6,7,3,5,4,2,5,3,4,4,3,3,0,1,1,1,0,0,4,4,4,4,4,2,5,2,5,3,0,0,0,1,4,2,5,2,5,0,5,3,3,0,1,4,4,1,3,0,1,1,1,0,0,0,0,0,"Garden


",2,2,4,0,0,0,0,0,NA,"percent",1,4,3,3,NA,0,0,0,0,0,NA,5,8,0,NA,5,"8 dollars here.  8 dollars there.  It adds u0",NA,4,1,10,10,1,3,3,3,3,3,4,3,4,2,3,4,2,1,1,1,2,2,3,NA,NA,2,5,1,5,1,3,0,"30",20,40,10,6,3,2,NA,NA,11,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_5pBmdhdDxpByRDX","S3OK Wave 5 (Spring 2024)",1712673454,1712674389,44,0,NA,0,3,NA,74055,6,3,0,10,2,2,4,4,4,4,2,4,6,2,1,5,3,7,4,3,3,5,2,3,3,0,0,1,1,0,1,3,3,5,3,4,3,3,3,5,2,0,1,1,1,5,5,5,5,2,0,4,2,2,0,1,3,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,3,4,1,NA,0,1,0,0,0,NA,3,84,NA,NA,NA,NA,"I don't know much about the forecasting predictions",3,1,10,10,1,5,3,3,5,5,3,1,2,1,1,1,1,1,1,1,1,1,4,"None",NA,3,4,0,1,1,2,5,"60",5,10,20,5,2,1,NA,8,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R3CAPH2190","S3OK Wave 5 (Spring 2024)",1712676274,1712678812,93,1,NA,0,1,NA,73772,25,2,0,91,1,2,3,5,2,2,4,5,7,2,5,4,6,3,1,3,4,5,4,3,1,0,0,1,0,0,0,3,4,3,3,3,3,4,3,4,3,0,0,0,1,3,3,3,3,4,0,3,4,3,0,0,3,3,1,3,0,0,0,1,1,0,0,0,1,"planting garden",3,4,4,0,0,0,0,0,NA,"percent",0,2,5,4,"time",0,0,0,0,0,NA,2,84,NA,NA,NA,"Goverment",NA,2,0,0,2,0,4,4,NA,3,5,4,5,3,3,2,2,1,3,1,2,2,3,2,NA,2,NA,6,1,3,3,4,10,"60",10,10,10,2,4,2,NA,NA,NA,21,0,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R2PH38100","S3OK Wave 5 (Spring 2024)",1712694158,1712697272,81,1,NA,0,1,NA,73401,38,2,0,39,3,1,2,2,1,1,2,1,3,1,5,7,4,2,6,4,5,3,4,2,2,0,0,1,1,0,0,3,3,4,3,3,2,3,4,4,3,0,0,0,0,3,4,3,2,3,0,4,4,2,0,0,4,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",2,4,2,4,NA,0,0,0,0,0,NA,4,68,1,10,NA,NA,NA,4,1,9,9,1,4,3,3,3,2,4,3,5,4,1,2,1,1,0,4,5,3,3,NA,NA,NA,2,1,3,1,4,10,"30",20,30,10,7,2,2,NA,8,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Lower Washita"
"R3PAPH60395","S3OK Wave 5 (Spring 2024)",1712722669,1712725582,59,1,NA,0,1,NA,74075,28,1,0,31,2,4,5,3,4,4,2,4,3,1,4,5,7,6,2,4,5,5,4,4,3,0,0,1,NA,1,1,4,4,3,3,4,4,NA,2,5,3,0,0,0,1,4,3,NA,4,4,0,4,4,4,1,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,4,3,4,NA,0,0,0,0,0,NA,4,84,1,9,NA,NA,NA,3,1,10,10,1,4,3,4,4,3,3,2,3,2,1,2,2,1,1,2,3,2,1,NA,2,NA,3,1,5,4,5,15,"30",10,30,15,7,2,2,NA,7,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"Ph-W205120","S3OK Wave 5 (Spring 2024)",1712765166,1712766698,76,1,NA,0,3,NA,73401,28,2,0,73,2,2,1,2,1,1,3,2,2,3,4,6,5,1,7,5,4,4,3,3,3,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,0,3,3,3,0,NA,3,3,1,3,0,0,0,0,0,0,0,0,1,"participation in outside events, mowing yard, yard work.",3,3,4,0,0,0,0,0,NA,"percent",2,4,5,4,NA,0,0,0,0,0,NA,3,39,NA,NA,NA,NA,"funding of such a thing would not be for just 10 years it would become permanent as most gov things do.",3,0,0,0,0,4,4,4,4,4,4,4,4,4,1,1,1,1,0,1,2,2,2,NA,2,NA,7,1,4,1,3,5,"5",10,75,5,4,NA,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Lower Washita"
